,ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion
117,736995,21/08/2017,21/08/2017,936,109473,30-34,M,29,34,34,1888.0,0,0.0,1.0,0.0
118,736997,21/08/2017,21/08/2017,936,109473,30-34,M,29,32,33,1895.0,0,0.0,1.0,0.0
119,737097,21/08/2017,21/08/2017,936,109498,35-39,M,7,10,11,715.0,0,0.0,1.0,0.0
120,737130,21/08/2017,21/08/2017,936,109507,35-39,M,16,19,18,11199.0,2,2.680000067,1.0,0.0
121,737320,18/08/2017,18/08/2017,936,109553,35-39,M,63,64,66,5676.0,2,3.00999999,1.0,0.0
122,737375,21/08/2017,21/08/2017,936,109565,40-44,M,10,11,11,1415.0,0,0.0,1.0,0.0
123,737524,21/08/2017,21/08/2017,936,109601,40-44,M,30,34,33,2148.0,1,1.580000043,1.0,1.0
124,737644,21/08/2017,21/08/2017,936,109629,45-49,M,16,22,17,45401.0,10,14.06000042,1.0,0.0
125,737657,18/08/2017,18/08/2017,936,109633,45-49,M,18,23,20,7478.0,2,2.900000095,1.0,1.0
126,737658,18/08/2017,18/08/2017,936,109633,45-49,M,18,19,24,4919.0,1,1.5900000330000001,1.0,0.0
127,737674,20/08/2017,20/08/2017,936,109637,45-49,M,20,21,24,533.0,0,0.0,1.0,1.0
128,737766,20/08/2017,20/08/2017,936,109659,45-49,M,29,33,33,1447.0,0,0.0,1.0,1.0
129,737896,20/08/2017,20/08/2017,936,109689,30-34,F,16,21,22,17553.0,3,4.590000153,1.0,0.0
130,737931,20/08/2017,20/08/2017,936,109698,30-34,F,20,26,24,3343.0,1,0.540000021,1.0,0.0
131,737961,20/08/2017,20/08/2017,936,109706,30-34,F,23,29,28,523.0,0,0.0,1.0,0.0
132,737995,20/08/2017,20/08/2017,936,109714,30-34,F,26,27,31,1873.0,0,0.0,1.0,0.0
133,738006,20/08/2017,20/08/2017,936,109717,30-34,F,27,29,32,34740.0,7,13.41000009,1.0,1.0
134,738067,20/08/2017,20/08/2017,936,109731,30-34,F,32,37,36,658.0,0,0.0,1.0,0.0
135,738098,20/08/2017,20/08/2017,936,109738,30-34,F,64,70,68,1539.0,0,0.0,1.0,0.0
136,738307,20/08/2017,20/08/2017,936,109788,35-39,F,31,36,36,3010.0,1,0.860000014,1.0,1.0
137,738389,19/08/2017,19/08/2017,936,109808,40-44,F,10,16,12,27081.0,9,10.77000046,1.0,1.0
138,738408,19/08/2017,19/08/2017,936,109813,40-44,F,16,22,22,20233.0,4,5.590000152999999,3.0,0.0
139,738413,19/08/2017,19/08/2017,936,109813,40-44,F,16,17,19,147159.0,36,58.16000044,3.0,1.0
140,738423,19/08/2017,19/08/2017,936,109816,40-44,F,18,20,24,21664.0,7,10.61999977,1.0,1.0
141,738436,19/08/2017,19/08/2017,936,109820,40-44,F,19,21,20,9112.0,4,5.4600000379999996,1.0,1.0
142,738463,20/08/2017,20/08/2017,936,109826,40-44,F,21,23,24,542.0,0,0.0,1.0,0.0
143,738528,19/08/2017,19/08/2017,936,109839,40-44,F,30,34,33,402.0,0,0.0,1.0,1.0
144,738560,19/08/2017,19/08/2017,936,109844,40-44,F,64,70,66,1338.0,0,0.0,1.0,0.0
145,738582,19/08/2017,19/08/2017,936,109848,45-49,F,10,16,12,46150.0,15,20.17999983,1.0,1.0
146,738592,20/08/2017,20/08/2017,936,109850,45-49,F,16,22,20,493821.0,116,176.3799977,4.0,1.0
147,738593,20/08/2017,20/08/2017,936,109850,45-49,F,16,17,21,92011.0,27,34.39000046,2.0,1.0
148,738598,21/08/2017,21/08/2017,936,109851,45-49,F,18,23,24,12956.0,4,5.49000001,1.0,1.0
149,738606,21/08/2017,21/08/2017,936,109852,45-49,F,19,20,23,529.0,0,0.0,1.0,0.0
150,738637,21/08/2017,21/08/2017,936,109857,45-49,F,24,26,30,944.0,1,1.419999957,1.0,0.0
151,738648,18/08/2017,18/08/2017,936,109859,45-49,F,26,30,27,111090.0,38,51.97000027,5.0,1.0
152,747212,18/08/2017,18/08/2017,936,110836,30-34,M,10,16,14,7208.0,2,3.1900000569999998,1.0,0.0
153,747213,18/08/2017,18/08/2017,936,110836,30-34,M,10,12,11,1746.0,0,0.0,1.0,0.0
154,747220,18/08/2017,18/08/2017,936,110837,30-34,M,15,17,16,2474.0,0,0.0,2.0,2.0
155,747222,18/08/2017,18/08/2017,936,110838,30-34,M,16,22,20,12489.0,2,1.9600000380000002,1.0,0.0
156,747223,18/08/2017,18/08/2017,936,110838,30-34,M,16,18,18,8032.0,1,0.600000024,2.0,0.0
157,747248,21/08/2017,21/08/2017,936,110842,30-34,M,21,24,24,472.0,0,0.0,1.0,1.0
158,747332,21/08/2017,21/08/2017,936,110856,30-34,M,64,68,65,792.0,0,0.0,1.0,1.0
159,747362,21/08/2017,21/08/2017,936,110861,35-39,M,15,16,18,4607.0,1,1.149999976,1.0,1.0
160,747369,21/08/2017,21/08/2017,936,110862,35-39,M,16,17,21,13355.0,2,3.180000067,1.0,1.0
161,747370,20/08/2017,20/08/2017,936,110862,35-39,M,16,17,19,2936.0,0,0.0,1.0,0.0
162,747401,21/08/2017,21/08/2017,936,110867,35-39,M,22,25,25,2793.0,1,0.9800000190000001,1.0,1.0
163,747435,21/08/2017,21/08/2017,936,110873,35-39,M,28,29,30,1032.0,0,0.0,1.0,0.0
164,747439,21/08/2017,21/08/2017,936,110874,35-39,M,29,35,33,1662.0,0,0.0,1.0,1.0
165,747489,21/08/2017,21/08/2017,936,110882,40-44,M,2,7,6,4016.0,2,1.480000049,1.0,1.0
166,747514,21/08/2017,21/08/2017,936,110886,40-44,M,16,20,17,14843.0,3,2.939999938,1.0,1.0
167,747645,21/08/2017,21/08/2017,936,110908,45-49,M,10,14,13,9674.0,3,4.600000024,1.0,1.0
168,747659,25/08/2017,25/08/2017,936,110910,45-49,M,16,21,17,12186.0,2,2.669999957,1.0,0.0
169,747675,25/08/2017,25/08/2017,936,110913,45-49,M,20,22,21,673.0,0,0.0,1.0,0.0
170,747678,25/08/2017,25/08/2017,936,110914,45-49,M,21,27,23,370.0,0,0.0,1.0,1.0
171,747712,24/08/2017,24/08/2017,936,110919,45-49,M,26,30,29,450.0,0,0.0,1.0,1.0
172,747790,24/08/2017,24/08/2017,936,110932,30-34,F,10,12,14,2077.0,0,0.0,1.0,1.0
173,747791,25/08/2017,25/08/2017,936,110932,30-34,F,10,14,13,31393.0,8,10.96000051,1.0,1.0
174,747795,25/08/2017,25/08/2017,936,110933,30-34,F,15,21,18,8410.0,2,2.359999895,1.0,1.0
175,747798,25/08/2017,25/08/2017,936,110934,30-34,F,16,21,20,25884.0,5,7.350000143,1.0,0.0
176,747824,25/08/2017,25/08/2017,936,110938,30-34,F,21,24,23,608.0,0,0.0,1.0,1.0
177,747828,25/08/2017,25/08/2017,936,110939,30-34,F,22,24,24,28488.0,10,9.340000032999999,1.0,0.0
178,747852,24/08/2017,24/08/2017,936,110943,30-34,F,26,32,32,10126.0,3,4.6199998860000004,1.0,0.0
179,747859,24/08/2017,24/08/2017,936,110944,30-34,F,27,32,33,22572.0,5,8.5,1.0,0.0
180,747863,24/08/2017,24/08/2017,936,110944,30-34,F,27,30,33,1955.0,0,0.0,1.0,1.0
181,747879,24/08/2017,24/08/2017,936,110947,30-34,F,30,36,31,493.0,0,0.0,1.0,0.0
182,747903,24/08/2017,24/08/2017,936,110951,30-34,F,63,69,69,1491.0,0,0.0,1.0,1.0
183,747911,24/08/2017,24/08/2017,936,110952,30-34,F,64,66,66,1495.0,0,0.0,1.0,1.0
184,747968,24/08/2017,24/08/2017,936,110962,35-39,F,21,27,24,512.0,0,0.0,0.0,0.0
185,747991,24/08/2017,24/08/2017,936,110966,35-39,F,25,31,27,4868.0,2,2.420000076,1.0,0.0
186,748000,24/08/2017,24/08/2017,936,110967,35-39,F,26,27,32,6585.0,2,2.950000048,1.0,0.0
187,748007,24/08/2017,24/08/2017,936,110968,35-39,F,27,29,28,10164.0,2,3.720000029,1.0,1.0
188,748014,24/08/2017,24/08/2017,936,110970,35-39,F,29,31,35,11182.0,4,4.4499998089999995,1.0,0.0
189,748045,25/08/2017,25/08/2017,936,110975,35-39,F,63,69,64,1238.0,0,0.0,1.0,0.0
190,748086,25/08/2017,25/08/2017,936,110982,40-44,F,16,19,18,34127.0,8,13.07000017,1.0,0.0
191,748087,26/08/2017,26/08/2017,936,110982,40-44,F,16,22,19,29466.0,7,10.84999967,2.0,0.0
192,748089,26/08/2017,26/08/2017,936,110982,40-44,F,16,18,21,38759.0,9,10.84999967,1.0,0.0
193,748091,26/08/2017,26/08/2017,936,110982,40-44,F,16,17,19,41720.0,10,12.06000006,1.0,1.0
194,748225,26/08/2017,26/08/2017,936,111005,45-49,F,15,16,17,18602.0,5,8.860000134,1.0,0.0
195,748230,26/08/2017,26/08/2017,936,111006,45-49,F,16,17,20,83929.0,21,27.72999954,4.0,1.0
196,748231,27/08/2017,27/08/2017,936,111006,45-49,F,16,18,21,25194.0,6,7.349999905,1.0,0.0
197,748233,27/08/2017,27/08/2017,936,111006,45-49,F,16,22,18,78627.0,19,26.53000045,1.0,0.0
198,748235,26/08/2017,26/08/2017,936,111006,45-49,F,16,18,19,102695.0,25,39.42999983,3.0,0.0
199,748294,26/08/2017,26/08/2017,936,111016,45-49,F,27,32,31,82827.0,24,47.93000031,3.0,0.0
200,748295,26/08/2017,26/08/2017,936,111016,45-49,F,27,31,32,9240.0,3,6.0399999620000004,1.0,0.0
201,748303,25/08/2017,25/08/2017,936,111018,45-49,F,29,32,33,7706.0,2,2.369999886,1.0,0.0
202,748314,25/08/2017,25/08/2017,936,111020,45-49,F,31,34,32,7821.0,4,6.340000152999999,1.0,1.0
203,748341,25/08/2017,25/08/2017,936,111024,45-49,F,64,67,68,1363.0,0,0.0,1.0,1.0
204,776318,25/08/2017,25/08/2017,936,115484,45-49,F,15,16,19,3569.0,0,0.0,1.0,1.0
205,776322,25/08/2017,25/08/2017,936,115485,45-49,F,16,21,20,119063.0,34,53.21999949,1.0,0.0
206,776323,26/08/2017,26/08/2017,936,115485,45-49,F,16,17,18,99078.0,23,35.79999948,2.0,0.0
207,776325,26/08/2017,26/08/2017,936,115485,45-49,F,16,19,20,452398.0,114,180.22000119999998,1.0,0.0
208,776334,26/08/2017,26/08/2017,936,115487,45-49,F,10,12,16,191223.0,48,76.41000056,1.0,0.0
209,776336,26/08/2017,26/08/2017,936,115487,45-49,F,10,15,14,22216.0,6,9.549999952,1.0,0.0
210,776338,23/08/2017,23/08/2017,936,115487,45-49,F,10,12,11,48291.0,11,18.01999998,1.0,0.0
211,776353,23/08/2017,23/08/2017,936,115490,40-44,F,63,66,67,27559.0,8,13.37,1.0,0.0
212,776373,21/08/2017,21/08/2017,936,115493,45-49,F,25,27,27,10194.0,4,4.590000033,2.0,1.0
213,776383,21/08/2017,21/08/2017,936,115495,45-49,F,23,27,29,1168.0,0,0.0,1.0,1.0
214,776405,21/08/2017,21/08/2017,936,115498,45-49,F,21,25,22,40126.0,16,25.86000001,1.0,0.0
215,776416,21/08/2017,21/08/2017,936,115500,45-49,F,19,22,20,3659.0,1,0.49000001,1.0,1.0
216,776430,22/08/2017,22/08/2017,936,115503,30-34,M,10,14,16,3200.0,0,0.0,1.0,0.0
217,776464,22/08/2017,22/08/2017,936,115508,45-49,F,29,30,31,7550.0,1,1.679999948,1.0,1.0
218,776469,22/08/2017,22/08/2017,936,115509,45-49,F,28,33,29,45397.0,15,25.41999936,1.0,1.0
219,776473,22/08/2017,22/08/2017,936,115510,30-34,M,16,22,22,23086.0,2,3.310000062,1.0,1.0
220,776475,21/08/2017,21/08/2017,936,115510,30-34,M,16,21,20,16425.0,1,1.5499999519999998,1.0,0.0
221,776476,21/08/2017,21/08/2017,936,115510,30-34,M,16,17,18,43756.0,5,5.439999938,0.0,0.0
222,776477,21/08/2017,21/08/2017,936,115510,30-34,M,16,22,17,9982.0,0,0.0,1.0,0.0
223,776489,21/08/2017,21/08/2017,936,115512,45-49,F,26,31,28,175389.0,55,81.60999787,1.0,0.0
224,776494,21/08/2017,21/08/2017,936,115513,30-34,M,15,16,16,7015.0,0,0.0,1.0,0.0
225,776515,21/08/2017,21/08/2017,936,115517,45-49,F,65,68,68,12706.0,3,4.98999989,1.0,1.0
226,776519,21/08/2017,21/08/2017,936,115517,45-49,F,65,71,67,70702.0,20,31.709999800000002,1.0,0.0
227,776533,21/08/2017,21/08/2017,936,115520,45-49,F,63,64,68,63927.0,16,25.52000046,2.0,0.0
228,776534,21/08/2017,21/08/2017,936,115520,45-49,F,63,69,67,15105.0,3,4.25999999,1.0,0.0
229,776538,21/08/2017,21/08/2017,936,115521,30-34,F,15,16,19,8774.0,1,1.830000043,1.0,0.0
230,776551,21/08/2017,21/08/2017,936,115523,30-34,F,16,18,22,14459.0,1,1.3899999859999999,1.0,0.0
231,776552,22/08/2017,22/08/2017,936,115523,30-34,F,16,17,18,21596.0,2,2.8099999430000002,1.0,0.0
232,776553,22/08/2017,22/08/2017,936,115523,30-34,F,16,21,17,66765.0,8,11.04999971,1.0,0.0
233,776563,23/08/2017,23/08/2017,936,115525,30-34,F,7,9,13,1369.0,0,0.0,1.0,1.0
234,776579,23/08/2017,23/08/2017,936,115527,30-34,F,10,13,14,26910.0,5,7.229999781,1.0,0.0
235,776603,23/08/2017,23/08/2017,936,115531,30-34,F,2,3,6,506.0,0,0.0,1.0,0.0
236,776615,23/08/2017,23/08/2017,936,115533,45-49,M,63,66,68,11988.0,3,4.269999862,1.0,0.0
237,776623,23/08/2017,23/08/2017,936,115535,45-49,M,64,69,65,19353.0,6,9.479999900000001,1.0,1.0
238,776631,23/08/2017,23/08/2017,936,115536,40-44,M,29,35,33,10960.0,2,2.890000105,1.0,0.0
239,776643,23/08/2017,23/08/2017,936,115538,30-34,M,15,18,18,33491.0,6,10.56999969,2.0,1.0
240,776644,23/08/2017,23/08/2017,936,115538,30-34,M,15,21,20,20083.0,2,3.200000048,2.0,1.0
241,776659,23/08/2017,23/08/2017,936,115541,30-34,M,16,19,22,8817.0,0,0.0,1.0,1.0
242,776661,23/08/2017,23/08/2017,936,115541,30-34,M,16,18,22,15466.0,1,0.970000029,1.0,0.0
243,776662,22/08/2017,22/08/2017,936,115541,30-34,M,16,18,22,27072.0,3,4.370000005,1.0,0.0
244,776663,22/08/2017,22/08/2017,936,115541,30-34,M,16,19,22,15753.0,1,0.5699999929999999,1.0,1.0
245,776668,22/08/2017,22/08/2017,936,115542,40-44,M,19,21,24,3523.0,1,1.8099999430000002,1.0,1.0
246,776685,22/08/2017,22/08/2017,936,115545,40-44,M,16,22,17,7745.0,0,0.0,1.0,0.0
247,776686,22/08/2017,22/08/2017,936,115545,40-44,M,16,17,21,18709.0,2,3.319999933,1.0,0.0
248,776687,23/08/2017,23/08/2017,936,115545,40-44,M,16,20,20,8022.0,0,0.0,2.0,1.0
249,776696,22/08/2017,22/08/2017,936,115547,30-34,M,10,11,12,7966.0,1,1.179999948,1.0,1.0
250,776697,22/08/2017,22/08/2017,936,115547,30-34,M,10,14,13,4132.0,0,0.0,1.0,1.0
251,776698,22/08/2017,22/08/2017,936,115547,30-34,M,10,14,16,12785.0,3,4.730000018999999,2.0,1.0
252,776699,27/08/2017,27/08/2017,936,115547,30-34,M,10,16,16,8213.0,1,1.379999995,1.0,1.0
253,776722,27/08/2017,27/08/2017,936,115551,30-34,M,2,4,7,545.0,0,0.0,1.0,1.0
254,776725,22/08/2017,22/08/2017,936,115552,40-44,M,23,26,27,2479.0,1,1.25999999,1.0,0.0
255,776780,22/08/2017,22/08/2017,936,115561,40-44,M,2,4,3,3812.0,2,3.049999952,1.0,0.0
256,776793,22/08/2017,22/08/2017,936,115563,45-49,M,21,23,26,1609.0,0,0.0,1.0,0.0
257,776799,22/08/2017,22/08/2017,936,115564,45-49,M,20,22,26,10257.0,3,3.5799999239999996,1.0,1.0
258,776817,22/08/2017,22/08/2017,936,115567,40-44,M,10,14,16,12356.0,4,6.2799999710000005,1.0,0.0
259,776825,23/08/2017,23/08/2017,936,115568,45-49,M,18,23,20,7410.0,1,1.210000038,1.0,0.0
260,776829,23/08/2017,23/08/2017,936,115569,45-49,M,16,20,19,140098.0,28,46.63000011,1.0,0.0
261,776831,22/08/2017,22/08/2017,936,115569,45-49,M,16,18,20,107021.0,20,34.44000012,1.0,0.0
262,776840,22/08/2017,22/08/2017,936,115571,35-39,M,36,38,40,2797.0,1,1.289999962,1.0,0.0
263,776861,22/08/2017,22/08/2017,936,115574,45-49,M,7,9,12,16461.0,6,9.21999979,1.0,0.0
264,776892,30/08/2017,30/08/2017,936,115580,40-44,M,63,66,69,17488.0,5,7.719999908999999,1.0,0.0
265,776928,30/08/2017,30/08/2017,936,115586,35-39,M,10,11,15,9750.0,2,1.5,1.0,1.0
266,776935,30/08/2017,30/08/2017,936,115587,45-49,M,36,41,38,1136.0,0,0.0,1.0,1.0
267,777105,30/08/2017,30/08/2017,936,115615,45-49,M,63,67,67,4333.0,1,0.180000007,1.0,1.0
268,777130,30/08/2017,30/08/2017,936,115619,35-39,M,16,21,22,6260.0,0,0.0,1.0,0.0
269,777131,22/08/2017,22/08/2017,936,115619,35-39,M,16,19,21,6359.0,0,0.0,1.0,0.0
270,777166,30/08/2017,30/08/2017,936,115625,30-34,M,63,69,65,2383.0,0,0.0,1.0,1.0
271,777187,30/08/2017,30/08/2017,936,115629,40-44,M,27,31,28,11292.0,3,5.389999866,1.0,1.0
272,777198,30/08/2017,30/08/2017,936,115631,30-34,M,64,70,69,12729.0,4,5.779999852,1.0,0.0
273,777200,23/08/2017,23/08/2017,936,115631,30-34,M,64,69,70,1898.0,0,0.0,1.0,1.0
274,777201,23/08/2017,23/08/2017,936,115631,30-34,M,64,69,65,1882.0,0,0.0,1.0,1.0
275,777235,24/08/2017,24/08/2017,936,115637,30-34,M,65,66,67,2883.0,1,0.99000001,1.0,1.0
276,777248,24/08/2017,24/08/2017,936,115639,30-34,F,7,9,10,3989.0,1,1.2799999709999998,1.0,0.0
277,777261,24/08/2017,24/08/2017,936,115641,40-44,M,29,31,34,19603.0,4,5.2799999710000005,1.0,1.0
278,777382,25/08/2017,25/08/2017,936,115675,40-44,M,24,26,27,3047.0,1,1.379999995,1.0,0.0
279,777398,25/08/2017,25/08/2017,936,115677,35-39,M,24,27,30,3029.0,1,1.049999952,1.0,1.0
280,777410,25/08/2017,25/08/2017,936,115679,45-49,M,26,29,28,3490.0,1,1.340000033,1.0,1.0
281,777482,25/08/2017,25/08/2017,936,115691,45-49,M,28,32,32,2479.0,0,0.0,1.0,0.0
282,777495,25/08/2017,25/08/2017,936,115693,40-44,M,19,25,25,19581.0,7,10.42999983,2.0,0.0
283,777519,24/08/2017,24/08/2017,936,115697,45-49,M,29,34,32,19537.0,5,6.099999905,1.0,0.0
284,777625,24/08/2017,24/08/2017,936,115715,45-49,M,16,17,19,59433.0,12,19.65999949,3.0,0.0
285,777627,23/08/2017,23/08/2017,936,115715,45-49,M,16,17,19,157534.0,33,56.19000077,2.0,0.0
286,777638,23/08/2017,23/08/2017,936,115717,40-44,M,7,10,12,1781.0,0,0.0,1.0,1.0
287,777670,23/08/2017,23/08/2017,936,115723,40-44,M,16,19,19,23769.0,4,6.029999852,1.0,0.0
288,777673,23/08/2017,23/08/2017,936,115723,40-44,M,16,18,17,7101.0,0,0.0,1.0,0.0
289,777742,23/08/2017,23/08/2017,936,115735,35-39,M,64,69,68,4726.0,1,1.830000043,1.0,1.0
290,777758,24/08/2017,24/08/2017,936,115737,30-34,M,19,20,20,5209.0,1,0.9599999790000001,2.0,0.0
291,777794,24/08/2017,24/08/2017,936,115743,30-34,M,18,23,24,13473.0,3,2.619999945,3.0,0.0
292,777816,23/08/2017,23/08/2017,936,115747,40-44,M,2,7,7,500.0,0,0.0,1.0,1.0
293,777871,23/08/2017,23/08/2017,936,115756,30-34,M,20,26,23,4616.0,1,1.3600000140000001,1.0,0.0
294,777904,30/08/2017,30/08/2017,936,115762,30-34,M,31,32,33,3279.0,0,0.0,1.0,0.0
295,777905,30/08/2017,30/08/2017,936,115762,30-34,M,31,36,36,3288.0,0,0.0,1.0,0.0
296,778037,28/08/2017,28/08/2017,936,115784,35-39,M,27,29,28,14615.0,4,6.0500001910000005,1.0,0.0
297,778048,28/08/2017,28/08/2017,936,115786,30-34,M,27,28,29,56615.0,12,19.88000035,2.0,0.0
298,778085,28/08/2017,28/08/2017,936,115792,30-34,M,26,32,31,11735.0,3,4.5299999710000005,1.0,1.0
